"","index","org_dvsa_end","org_dvsa_1_end","org_dvsa_2_end","org_dvsa_3_end","org_dvsa_4_end","org_dvsa_5_end"
"1514","3873","First:,Second:,Third:,Fourth:,Fifth:","المراكز الخاصة","انتي مش لوحدك","المجلس القومي للمراة","المركز المصري لحقوق المراة","خطوط ساهنة للتحرش"
"1515","3874","First:","حكايات نهاد",NA,NA,NA,NA
"1516","3876","First:,Second:,Third:","المركز القومي لدعم المرأة","كورسات التنمية البشرية","بعض البرامج التليفزيونية",NA,NA
"1517","3878","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1518","3881","First:,Second:","المجلس القومي للمراة","الكنيسة",NA,NA,NA
"1519","3882","First:","واتساب",NA,NA,NA,NA
"1520","3883","First:,Second:","المجلس القومى للمرأه","الرائدات الريفياات",NA,NA,NA
"1521","3884","First:,Second:","انتي مش لوحدك","المجلس القومي للمرأة",NA,NA,NA
"1522","3885","First:","المركز القومي لحقوق المراة",NA,NA,NA,NA
"1523","3887","First:,Second:","اليوتيوب","الفيس بوك",NA,NA,NA
"1524","3888","First:,Second:,Third:,Fourth:,Fifth:","انتي مش لوحدك","المركز المصري لحقوق المرأه","ITF","UNOPF","حقوق المرأة"
"1525","3890","First:","منظمات المراة",NA,NA,NA,NA
"1526","3892","First:","المركز القومي للمرأة",NA,NA,NA,NA
"1527","3894","First:,Second:,Third:,Fourth:","المجلس القومى للمراة","الاتصال بالنجدة","ارقام تلفيونات خاصة بالعنف ضد المراة مسجلها على الفون بس مش متذكرة الرقم","المراة نفسها تدافع عن نفسها بنفسها",NA
"1528","3896","First:,Second:,Third:","المجلس القومى للمرأة","المجلس القومى لحقوق الاسرة والطفل","وزارة التضامن",NA,NA
"1529","3897","First:","حكايات نهاد",NA,NA,NA,NA
"1530","3900","First:,Second:,Third:","انتى مش لوحدك","المركز القومي للمرأة ببورسعيد","المركز القومى للمرأة",NA,NA
"1531","3904","First:,Second:,Third:","وانساب","برامج تلفزيون","فيس بوك",NA,NA
"1532","3905","First:","السلطات المختصة",NA,NA,NA,NA
"1533","3907","First:","انت مش لوحدك",NA,NA,NA,NA
"1534","3910","First:,I do not know any.","المركز القومي للمرأه",NA,NA,NA,NA
"1535","3911","First:,Second:","حقوق المراه","دعم المرأة",NA,NA,NA
"1536","3914","First:,Second:,Third:","السوشيال ميديا","برنامج  نهاد ابو القمصان","المجلس القومى للمرأه",NA,NA
"1537","3916","First:","المركز القومي للمرأة",NA,NA,NA,NA
"1538","3918","First:","تقديم بلاغ للشرطه",NA,NA,NA,NA
"1539","3921","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1540","3922","First:","جمعيات حقوق المرأة",NA,NA,NA,NA
"1541","3923","First:","جمعيات حقوق المرأة",NA,NA,NA,NA
"1542","3924","First:,Second:,Third:,Fourth:,Fifth:","المركز المصري لحقوق المراه","حقوق الانسان","لا اعرف","لا اعرف","لاةاعرف"
"1543","3925","First:,Second:","المجلس القومى للمرأة","أقسام الس طة",NA,NA,NA
"1544","3931","First:","المركز القومي للمراأة",NA,NA,NA,NA
"1545","3936","First:","دعم المراه",NA,NA,NA,NA
"1546","3937","First:,Second:,Third:,Fourth:,Fifth:","مركز قضايا المرأة المصرية","المجلش القومي للمراه","مركز النديم لضحايا العنف المنزلي","الجمعيه المصريه للتوعيه والصحه النفسيه","بيت حواء"
"1547","3940","First:","المركز المصرى لحقوق المرأة",NA,NA,NA,NA
"1548","3941","First:,Second:,Third:","دعم المرأه","منظمه حقوق المرأة","هيئه الامم المتحده للمراه",NA,NA
"1549","3945","First:","انتي مش لوحدك",NA,NA,NA,NA
"1550","3946","First:","حقوق المرأه",NA,NA,NA,NA
"1551","3948","First:,Second:,Third:,Fourth:,Fifth:","مؤسسة دعم المرأة","حكاية نهاد","منظمة دعم المرأة والطفل","الجمعية العمومية لنساء مصر","المركز المصري لحقوق المراه"
"1552","3954","First:,Second:","المجلس العالي لحقوق المراه","جمعيات دعم المراه",NA,NA,NA
"1553","3960","First:,Second:","المجلس المصري لحقوق المرأه","المجلس القومي للمرأة",NA,NA,NA
"1554","3963","First:,Second:","المجلس القومي للمرأه","صفحه انتي مش لوحدك",NA,NA,NA
"1555","3967","First:,Second:,Third:","نوت جاالتي","المجلس القومي للمرأة","مؤسسات دولية لها برامج للمرأة مثل بلان انترناشينول وهيئة كير الدولية",NA,NA
"1556","3972","First:","فيديوهات الأستاذة نهاد اللي بتتبعتلي علي الواتساب",NA,NA,NA,NA
"1557","3974","First:","منظمة حقوق المرأة",NA,NA,NA,NA
"1558","3977","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومي للمراه","مركز النديم","وعى","مركز قضايا المراه","مؤسسه قضايا المراه المصريه"
"1559","3980","First:","جمعية رعم المرأة",NA,NA,NA,NA
"1560","3998","First:,Second:,Third:,Fourth:,Fifth:","جروبات على الفيس بوك","ثقافه المراه","ويكيبيديا","جوجل","مع الاصدقاء وتبادل خبرات"
"1561","4008","First:,Second:,Third:,Fourth:","الاهل","حمايه المراه","النيابه","الحكومه",NA
"1562","4012","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1563","4017","First:","الشوشال",NA,NA,NA,NA
"1564","4025","First:","منظمه حقوق الامراه",NA,NA,NA,NA
"1565","4028","First:,Second:,Third:,Fourth:,Fifth:","تليفزيون","نادي","جمعيات","فيسبوك","تويتر"
"1566","4029","First:","المركز القومى لحقوق المرأة",NA,NA,NA,NA
"1567","4032","First:","حمله تقدري لانجي رافت",NA,NA,NA,NA
"1568","4033","First:,Second:,Third:","منظمه حقوق المراه","برنامج انا وهي","مؤسسات متعلقه بالمرءه",NA,NA
"1569","4035","First:,Second:,Third:,Fourth:,I do not know any.","فيس بوك","واتس اب","تويتر","انستجرام",NA
"1570","4036","First:","المجلس القومي لحقوق المرأة",NA,NA,NA,NA
"1571","4038","First:,Second:,Third:,Fourth:,Fifth:","مركز قضايا المراة المصرية","المجلس القومى للمراة","مركز النديم لضحايا العنف الاسرى","الجمعية المصرية للتوعية النفسية","بيت حواء"
"1572","4041","First:,Second:,Third:","المركز القومى للطفولة والامومة","المرركز ىلقومى للمراة","المركز المصرى لحقوق المراة",NA,NA
"1573","4042","First:","أنتي مش لوحدك",NA,NA,NA,NA
"1574","4043","First:","المجلس القومي للمراة",NA,NA,NA,NA
"1575","4044","First:,Second:","التليفزيون","جروبات المرأه عليدالفيس",NA,NA,NA
"1576","4047","First:","دعم المراه",NA,NA,NA,NA
"1577","4048","First:,Second:,Third:,Fourth:,Fifth:","صوت المرأه","سيدتى","كونى قويه","حكايات نهاد","حواه"
"1578","4058","First:","دعم المرأه",NA,NA,NA,NA
"1579","4060","First:","المركز القومي للمرأة",NA,NA,NA,NA
"1580","4065","First:","الفيس بوك",NA,NA,NA,NA
"1581","4070","First:,Second:,Third:,Fourth:,Fifth:","الاهل والمقربين","بحث عن مصادر في الانترنت","مكاتب دعم المرأة ضد العنف","النجده","الدكتور المعالج"
"1582","4072","First:,Second:","المجلس القومي للحقوق المرأة","برنامج حكايات نهاد",NA,NA,NA
"1583","4073","First:,Second:","البرامج الموجودة على التليفزيون","الفيس بوك",NA,NA,NA
"1584","4075","First:,Second:","المجلس القومي للمرأة","الجمعيات المتخصصة",NA,NA,NA
"1585","4076","First:,Second:,Third:","سشرطه","جيش","مجلس القومي للمراه",NA,NA
"1586","4079","First:,Second:,Third:,Fourth:,Fifth:","المركز القومى لحقوق المراه","انتم المركز المصرى","لا اعرف","لا اعرف","لا اعرف"
"1587","4082","First:,Second:","الأستشارات الأسرية وزارة التضامن","المجلس القومي للمرأة",NA,NA,NA
"1588","4088","First:,Second:,Third:","برامج توعية","خط نجدة الطفل","المجلس القومى للمرأة",NA,NA
"1589","4089","First:,Second:,Third:,Fourth:,Fifth:","حقوق المرأة","حقوق الانسان","محكمة الاسرة","الشؤون الاجتماعية","المدارس"
"1590","4090","First:,Second:","صفحة دعم المراءة عالواتس اب","صفحة دكتورة نهاد عالفيس بوك",NA,NA,NA
"1591","4093","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1592","4100","First:,I do not know any.","دعم المرأة",NA,NA,NA,NA
"1593","4105","First:","دعم المراة",NA,NA,NA,NA
"1594","4107","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1595","4113","First:,Second:,Third:","دعم المرأه","برنامج هي وبس","حقوق المرأه",NA,NA
"1596","4114","First:","مراكز حقوق المراة",NA,NA,NA,NA
"1597","4115","First:,Second:,Third:","Face book","الحياه الزوجيه","Whats app",NA,NA
"1598","4116","First:","انتي مش لوحدك",NA,NA,NA,NA
"1599","4117","First:","مراكز الرعاية النفسية",NA,NA,NA,NA
"1600","4119","First:,Second:,Third:,Fourth:","حكايات نهاد","هى وبس","الستات ماعرفهوش يكدبوا","راجل واتنين ستات",NA
"1601","4122","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1602","4123","First:,Second:,Third:","دعم المرأه","حقوق المرأة","المحكمة",NA,NA
"1603","4124","First:","حكايات نهاد",NA,NA,NA,NA
"1604","4125","First:","حقوق المرأة والطفل",NA,NA,NA,NA
"1605","4128","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1606","4131","First:","القومى للمراءه",NA,NA,NA,NA
"1607","4133","First:","المجلس القومي لحقوق الإنسان",NA,NA,NA,NA
"1608","4136","First:,Second:","هيئة كير الدولية","جمعية المرأة",NA,NA,NA
"1609","4138","First:,I do not know any.","دعم المرأه بالمركز الثومي للمراه",NA,NA,NA,NA
"1610","4139","First:,Second:,Third:,Fourth:,Fifth:","برنامج حكايات نهاد","برامج نسائيه","برامج دينيه","ممكن مشيخه الازهر","جهه حكوميه"
"1611","4140","First:","انتى مش لوحدك",NA,NA,NA,NA
"1612","4141","First:","برامج الأستاذة نهاد",NA,NA,NA,NA
"1613","4142","First:,Second:","الواتس","الفيس",NA,NA,NA
"1614","4145","First:,Second:,Third:,Fourth:,Fifth:","التليفزيون","فيس","واتس","تويتر","انستجرام"
"1615","4149","First:","برنامج نهاد",NA,NA,NA,NA
"1616","4150","First:,Second:","جمعيات حقوق المرأة","المركز القومي للمرأة",NA,NA,NA
"1617","4151","First:","المجلس القومى لحقوق المرأة",NA,NA,NA,NA
"1618","4153","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1619","4156","First:,Second:,Third:","جمعيات رعايه نسائيه تتبع وزارة الشؤون","مجموعات دعم نفسي على الانترنت","الطب النفسي",NA,NA
"1620","4157","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1621","4163","First:,Second:,Third:,Fourth:","جمعية الرعاية المتكاملة","المركز المصري لحقوق المرأة","جمعية نهوض وتنمية المرأة","ملتقى الهيئات لتنمية المرأة",NA
"1622","4165","First:","المجلس القومى للمراة",NA,NA,NA,NA
