"","index","online_dvsa_end","online_dvsa_1_end","online_dvsa_2_end","online_dvsa_3_end","online_dvsa_4_end","online_dvsa_5_end"
"1481","3840","First:,Second:,Third:,Fourth:,Fifth:","قوة ضد التحرش","المفوضية","العنف الممارس ضد المرأة","الغنف الاسري","العنف  ضد المرأة"
"1482","3842","First:,Second:,Third:,Fourth:,Fifth:","جمعيه حقوق المراه","بهيه","أسرة مصريه","حمايه المراه","المراه المصريه"
"1483","3851","First:,Second:,Third:","فيس بوك","واتساب","انستجرام",NA,NA
"1484","3852","First:,Second:,Third:,Fourth:,Fifth:","فيسبوك","تيك توك","يوتيوب","انستجرام","التليفزيون"
"1485","3853","First:,Second:","مجلس القومي للمرأه","وزاره الداخليه",NA,NA,NA
"1486","3856","First:,Second:,Third:,Fourth:,Fifth:","حكايات نهاد","رضوي الشربيني","حقوق المرأة","لا للعنف ضد المرأة","رفقابالقوارير"
"1487","3857","First:,Second:","يوتيوب","واتس",NA,NA,NA
"1488","3858","First:,Second:","مجموعات الواتساب","فيسبوك",NA,NA,NA
"1489","3860","First:,Second:,Third:","جروب واتساب","جروب دعم علي الواتساب","جروب ازاي تبقي قويه من غير ماتكوني مفتريه واتساب",NA,NA
"1490","3862","First:","حقوق المراه",NA,NA,NA,NA
"1491","3863","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومى للمراة","مباحث الانترنت","مراكز الامومة والطفولة","قسم الشرطة","محكمة الاسرة"
"1492","3864","First:,Second:,Third:","السلطات","الانترنت","حماية المرأة",NA,NA
"1493","3866","First:,Second:","صفحة انتي مش لوحدك","برنامح حكايات نهاد",NA,NA,NA
"1494","3870","First:,Second:,Third:","حكايات نهاد","برنامج مني عراقي","برنامج ريهام سعيد",NA,NA
"1495","3872","First:,Second:,Third:","منظمات حقوق المراة","محامين","المجلس القومي للمراة",NA,NA
"1496","3873","First:,Second:,Third:,Fourth:,Fifth:","الخطوط الساخنةةللتحرس","المراكز الخاصة","مجلس الشكاوي المجلس القومي للمراة","المركز المصري لحقوق المراة","صفحة فيسبوك انتي مش لوحدك"
"1497","3876","First:,Second:,Third:","نون","حال الدنيا","Society queens",NA,NA
"1498","3879","First:,Second:","المركز القومي لحقوق المرأة","المجلس القومي للمراة",NA,NA,NA
"1499","3881","First:,Second:,Third:","الفيس","تويتر","الواتس",NA,NA
"1500","3883","First:,Second:,Third:","الاهل","السلطات المختصه","جهات دعم المرأه",NA,NA
"1501","3887","First:","مش لوحدك",NA,NA,NA,NA
"1502","3888","First:,Second:,Third:,Fourth:,Fifth:","UNFPA","ITF","المنظمه العربيه لحقوق المرأة","انتي مش لوحدك","المركز المصري لحقوق المرأه"
"1503","3890","First:,Second:","نهاد ابو القمصان","حقوق المراة",NA,NA,NA
"1504","3892","First:,Second:,Third:","وحدة مناهضة التحرش","المركز القومي للمرأة","إنتي مش لوحدك",NA,NA
"1505","3893","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومى للمراة","محكمة الاسرة","جروبات الواتس لخدمة المراة","الحمعيات الخاصة بخدمة المرأة","منظمة اليونسيكو"
"1506","3894","First:","برنامج مدام نهاد والجهات المختصة بالمراة",NA,NA,NA,NA
"1507","3896","First:,Second:,Third:","المجلس القومى لحقوق الاسرة والطفل","المجلس القومى للمرأة","وزارة التضامن",NA,NA
"1508","3900","First:,Second:,Third:,Fourth:","إنتى مش لوحدك","المجلس القومى لحقوق المرأة","المركز المصرى لحقوق المرأة","المركز القومي للمرأة ببورسعيد",NA
"1509","3904","First:,Second:","واتساب","فيس بوك",NA,NA,NA
"1510","3907","First:,Second:","السلطات المختصة","نبحث في الانترنت",NA,NA,NA
"1511","3910","First:,Second:","المركز القومي للمراءه","الجمعيات  الاهليه المتخصصه",NA,NA,NA
"1512","3911","First:,Second:","جمعيه حقوق المراه","دعم المرأة",NA,NA,NA
"1513","3913","First:,Second:","حكايات نهاد","المجلس القومي للمرأة",NA,NA,NA
"1514","3914","First:,Second:,Third:","المجلس القومى للمرأه","السوشيال ميديا","الخط الساخن للصحه النفسيه",NA,NA
"1515","3915","First:,Second:","الفيس بوك","الواتساب",NA,NA,NA
"1516","3916","First:","المركز القومي للمرأة",NA,NA,NA,NA
"1517","3918","First:,Second:,Third:","بيدج فضفضة حريم على الفيس بوك","دردشة السوهاجيات","الي ربات البيوت المصريه على الفيس بوك",NA,NA
"1518","3920","First:,I do not know any.","لا",NA,NA,NA,NA
"1519","3921","First:,Second:,Third:,Fourth:","الفيس بوك","اليوتيوب","برامج التلفزيون","مواقع الانترنت",NA
"1520","3922","First:,Second:","Fasebook","WhatsApp",NA,NA,NA
"1521","3923","First:","Facebook",NA,NA,NA,NA
"1522","3924","First:,Second:,Third:","يوتيوب","فيسبوك","واتساب",NA,NA
"1523","3925","First:,Second:","المجلس القومى للمرأة","المحاكم الاسرية",NA,NA,NA
"1524","3926","First:,Second:,Third:","حقوق المراء","وحقوق الانسان","جمعيات بتعدم قضايا التحرش",NA,NA
"1525","3941","First:,Second:","انتي مش لوحدك","دعم المرأة",NA,NA,NA
"1526","3945","First:","انتي مش لوحدك",NA,NA,NA,NA
"1527","3946","First:","تواصل م مصدر تواصل تتدعم حقوق المرأه",NA,NA,NA,NA
"1528","3948","First:,Second:,Third:,Fourth:,Fifth:","دعم المرأه","حكايات نهاد","مؤسسة الدفاع عن حقوق المراه","الاسره و الطفل","هيئة الأمم المتحدة للمرأه"
"1529","3954","First:,Second:,Third:","مع المرأه","حقوق المراه","حكايات نهاد",NA,NA
"1530","3955","First:,Second:,Third:,Fourth:,Fifth:","الفيس بوك","اليوتيوب","انستجرام","تويتر","جوجل"
"1531","3957","First:,Second:,Third:,Fourth:,Fifth:","الفيسبوك","تويتر","اليوتيوب","رضوي الشربيني","الجرائد"
"1532","3960","First:,Second:,Third:","المجلس القومي للمرأة","المجلس القومي للامومه والطفوله","المجلس المصري لحقوق المرأه",NA,NA
"1533","3963","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1534","3967","First:,Second:,Third:","المجلس القومي للمرأة","مراكز الدعم النفسي","الشرطة",NA,NA
"1535","3968","First:,Second:","فيسبوك","واتس",NA,NA,NA
"1536","3972","First:,Second:","الواتساب","التلفزيون حكايات نهاد",NA,NA,NA
"1537","3973","First:,Second:","قراءة مشكلات مشابهه","سماع نصايح من بعض المختصين وكيفيه التصرف",NA,NA,NA
"1538","3977","First:,Second:,Third:,Fourth:,Fifth:","المركز القومي لحقوق المراه","رابطه المراه العربيه","مركز النديم","بيت حواء","وعى"
"1539","3994","First:,Second:","المجلس القومي للمرأة","حقوق الطفل والاسرة",NA,NA,NA
"1540","3998","First:,Second:,Third:,Fourth:,Fifth:","الفيسبوك","جوجل","ابحاث","كتب","تجارب من اخرين"
"1541","4001","First:,Second:","صفحة ثورى","صفحة feminist Egypt",NA,NA,NA
"1542","4009","First:,Second:,Third:","اليوم السابع","ويكبيديا","الفيس بوك",NA,NA
"1543","4010","First:,Second:","الفيس بوك","الواتس اب",NA,NA,NA
"1544","4012","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1545","4014","First:","المجلس القومي للأمومة و الطفولة",NA,NA,NA,NA
"1546","4016","First:,Second:,Third:","فيسبوك","جوجل أو كروم","يوتيوب",NA,NA
"1547","4017","First:,Second:,Third:,Fourth:","الفيس","الواتس","جوجل","السوشال",NA
"1548","4019","First:,Second:","فيسبوك","جوجل",NA,NA,NA
"1549","4020","First:,Second:","جوجل","يوتيوب",NA,NA,NA
"1550","4025","First:,Second:","Facebook","تويتر",NA,NA,NA
"1551","4028","First:,Second:,Third:,Fourth:,Fifth:","فيسبوك","تويتر","يوتيوب","ماسنجر","التليفزيون"
"1552","4029","First:","المركز القومى لحقوق المرأة",NA,NA,NA,NA
"1553","4030","First:,Second:,Third:,Fourth:,Fifth:","دعم المرأة","فيس بوك","واتساب","جروبات خاصة","بعض المواقع"
"1554","4032","First:","حمله تقدري لانجي رافت",NA,NA,NA,NA
"1555","4033","First:,Second:,I do not know any.","فيديوهات حقوق المرأه","رياضه مناسبه لدفاع عن النفس",NA,NA,NA
"1556","4035","First:,Second:,Third:,Fourth:,I do not know any.","فيس بوك","واتس اب","تويتر","انستجرام",NA
"1557","4038","First:,Second:,Third:,Fourth:,Fifth:","الفيسبوك","الواتس","التلفزيون","تويتر","انستجرام"
"1558","4041","First:,Second:,Third:","المركز القومى للمراة","المركز المصرى لحقوق المراة","المركز القومى للطفولة والامومة",NA,NA
"1559","4042","First:","أنتي مش لوحدك ل د نهاد أبو القمصان",NA,NA,NA,NA
"1560","4043","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1561","4044","First:,Second:","الفيس","الواتس",NA,NA,NA
"1562","4047","First:","دعم المرأه",NA,NA,NA,NA
"1563","4048","First:,Second:,Third:,Fourth:,Fifth:","جوجل","سيدتى","حكايات نهاد","كونى قويه","صرت المرأه"
"1564","4058","First:,Second:","فيس بوك","يوتيوب",NA,NA,NA
"1565","4061","First:","مش لوحدك",NA,NA,NA,NA
"1566","4065","First:,Second:,Third:","الفيس بوك","جوجل","واتساب",NA,NA
"1567","4070","First:,Second:,Third:,Fourth:,Fifth:","الجهات المختصه","الاهل والمقربين","مصادر في  الانترنت","مجموعات للحمايه من التحرش والعنف","النجده"
"1568","4072","First:,Second:,Third:","المجلس القومي للحقوق المرأة","دعم المرأة المصرية","صفحة د. نهاد ابو القمصان",NA,NA
"1569","4073","First:","ويكيبيديا",NA,NA,NA,NA
"1570","4074","First:","مؤسسه حقوق المرآه",NA,NA,NA,NA
"1571","4075","First:,Second:,Third:","جوجل","فيس بوك","اليوتيوب",NA,NA
"1572","4076","First:,Second:,Third:","الشرطة","الجيش","مجلس القومي للمرأه",NA,NA
"1573","4079","First:,Second:,Third:,Fourth:,Fifth:","المركز القومى لحقوق المراه","انتمالمركز المصرى للمراه","الماقع النساءيه للتضامن مع المراه","لا اعرف","لااعرف"
"1574","4082","First:,Second:","الاستشارات الاسرية","المجلس القومي للمرأة",NA,NA,NA
"1575","4088","First:,Second:,Third:","جهات لحقوق المرأة","المجلس القومى للمرأة","خط نجدة الطفل",NA,NA
"1576","4089","First:,Second:,Third:,Fourth:,Fifth:","القضاء ،، اسأل محاميك","محكمة الاسرة","منظمة حقوق الانسان","جهات مختصة لقضايا المرأة","منظمة حقوق الطفل"
"1577","4090","First:,Second:,Third:","صفحات على الفيس بوك لدعم المراءة","اسال دار الإفتاء عن مشاكل معينه","صفحة دعم المراءة عالواتس اب",NA,NA
"1578","4093","First:","عن طريق جوجل",NA,NA,NA,NA
"1579","4105","First:,Second:,Third:","جوجل كروم","جروبات فيس بوك","دعم المراة واتس",NA,NA
"1580","4113","First:,Second:,I do not know any.","دعم المرأه","برنامج هي وبس",NA,NA,NA
"1581","4115","First:,Second:,Third:","Face book","الحياه الزوجيه","Whats app",NA,NA
"1582","4116","First:,Second:,Third:","انتي مش لوحدك","مركز دعم وتنمية المرأة","منظمة المرأة العربية",NA,NA
"1583","4117","First:,Second:","المجلس القومي للمراة","حقوق الانسان والطفل",NA,NA,NA
